,parag_no,sect_no,parag_raw,parag_clean,char_len,token_len,sentimentr,sentimentr_stdscaler,sentimentr_medianiqr,sentimentr_lnorm_stdscaler,sentimentr_lnorm_medianiqr,syuzhet,syuzhet_stdscaler,syuzhet_medianiqr,syuzhet_lnorm_stdscaler,syuzhet_lnorm_medianiqr,bing,bing_stdscaler,bing_medianiqr,bing_lnorm_stdscaler,bing_lnorm_medianiqr,sentiword,sentiword_stdscaler,sentiword_medianiqr,sentiword_lnorm_stdscaler,sentiword_lnorm_medianiqr,senticnet,senticnet_stdscaler,senticnet_medianiqr,senticnet_lnorm_stdscaler,senticnet_lnorm_medianiqr,nrc,nrc_stdscaler,nrc_medianiqr,nrc_lnorm_stdscaler,nrc_lnorm_medianiqr,afinn,afinn_stdscaler,afinn_medianiqr,afinn_lnorm_stdscaler,afinn_lnorm_medianiqr,scores,vader,vader_stdscaler,vader_medianiqr,vader_lnorm_stdscaler,vader_lnorm_medianiqr,textblob,textblob_stdscaler,textblob_medianiqr,textblob_lnorm_stdscaler,textblob_lnorm_medianiqr,pattern,pattern_stdscaler,pattern_medianiqr,pattern_lnorm_stdscaler,pattern_lnorm_medianiqr,stanza,stanza_stdscaler,stanza_medianiqr,stanza_lnorm_stdscaler,stanza_lnorm_medianiqr,flair,flair_stdscaler,flair_medianiqr,flair_lnorm_stdscaler,flair_lnorm_medianiqr
0,0,0,MARLEY'S GHOST,marley own ghost,14,2,-0.6,-0.4252913315329868,-0.37499999999999994,-0.4252913315329868,-4.6292327475353625,-0.6,-0.4673978531926116,-0.3779527559055118,-0.4673978531926116,-5.289877088799889,0.0,-0.019741179961641896,0.0,-0.019741179961641896,0.0,-0.125,-0.1862021855140675,-0.1996197718631179,-0.1862021855140675,-1.6875730655964096,-0.487,-0.6777777124969424,-0.579985905567301,-0.6777777124969424,-3.5027688152714624,0.0,-0.226110373562689,0.0,-0.226110373562689,0.0,-0.8342981374829667,-0.864066168541283,-0.8148164181404332,-0.864066168541283,-13.556803534178513,"{'neg': 0.535, 'neu': 0.465, 'pos': 0.0, 'compound': -0.3182}",-0.3182,-0.8364340079509602,-0.3690559035026676,-0.8364340079509602,-7.338308566079524,0.6,2.136468586852492,2.577856849596277,2.136468586852492,55.542938033654565,0.5412171650386826,1.5501938677697058,2.165518345829815,1.5501938677697058,44.41053772064398,2.5028944124489,-0.932964161864892,-0.6323202035722032,-0.932964161864892,5.572522790938245,-0.6499,-0.42820663869343084,0.12200452941486281,-0.42820663869343084,-4.573731025545434
1,1,0,"MARLEY was dead: to begin with. There is no doubt
whatever about that. The register of his burial was
signed by the clergyman, the clerk, the undertaker,
and the chief mourner. Scrooge signed it: and
Scrooge's name was good upon 'Change, for anything he
chose to put his hand to. Old Marley was as dead as a
door-nail.",marley was dead to begin with there is no doubt whatever about that the register of his burial was signed by the clergyman the clerk the undertaker and the chief mourner scrooge signed it and scrooge own name was good upon change for anything he chose to put his hand to old marley was as dead as a door nail,318,58,-3.5,-1.8269757423124577,-2.1875,-1.8269757423124577,-0.9311675066881477,-3.5,-1.9411210065664835,-2.204724409448819,-1.9411210065664835,-1.0640557362528513,-58.88883178901882,-1.4518790313252075,-1.3810591631394957,-1.4518790313252075,-1.172747937155439,0.32291666666666696,0.192527560029966,0.2772496831432196,0.192527560029966,0.06532169742372018,2.777999999999999,0.6053593774177041,0.9539581865163257,0.6053593774177041,0.22429700197188504,-7.09504436751432,-0.6470681267591667,-0.8236947707062277,-0.6470681267591667,-0.3385668286247881,-1.192081367142397,-1.165388535827688,-1.164245041511614,-1.165388535827688,-0.6679499629704739,"{'neg': 0.215, 'neu': 0.703, 'pos': 0.082, 'compound': -0.8689}",-0.8689,-1.8847213418305573,-1.007770818835537,-1.8847213418305573,-0.6909833668985563,0.2,0.440090994940524,0.843629396469139,0.440090994940524,0.6286184466017899,0.2436442615477191,0.4355535001339264,0.9158148905854189,0.4355535001339264,0.6236491601704887,13.828143858851806,0.4406204899179316,0.666484915735516,0.4406204899179316,-0.41064041147838687,-0.9998,-0.8241496744372726,-0.06227945436351186,-0.8241496744372726,0.0012308776893132408
2,2,0,"Mind! I don't mean to say that I know, of my
own knowledge, what there is particularly dead about
a door-nail. I might have been inclined, myself, to
regard a coffin-nail as the deadest piece of ironmongery
in the trade. But the wisdom of our ancestors
is in the simile; and my unhallowed hands
shall not disturb it, or the Country's done for. You
will therefore permit me to repeat, emphatically, that
Marley was as dead as a door-nail.",mind i do not mean to say that i know of my own knowledge what there is particularly dead about a door nail i might have been inclined myself to regard a coffin nail as the deadest piece of ironmongery in the trade but the wisdom of our ancestors is in the simile and my unhallowed hands shall not disturb it or the country own done for you will therefore permit me to repeat emphatically that marley was as dead as a door nail,437,79,-0.3500000000000001,-0.3044564685347566,-0.21875000000000006,-0.3044564685347566,-0.06836419669356023,-1.35,-0.8485331514789578,-0.8503937007874017,-0.8485331514789578,-0.3013221126531583,-36.82687290107027,-0.9153466288510643,-0.8636627476668794,-0.9153466288510643,-0.5384402086432549,-0.84375,-0.7939313120847256,-0.9648288973384033,-0.7939313120847256,-0.35309915930467467,4.927999999999999,1.4503041686325557,1.9640591966173355,1.4503041686325557,0.40954223258433703,6.9296146845974365,0.1850322320426688,0.8044893143792554,0.1850322320426688,0.242772381658113,-1.5449752905010534,-1.4625931658172946,-1.508898528911369,-1.4625931658172946,-0.6355657281610124,"{'neg': 0.101, 'neu': 0.816, 'pos': 0.083, 'compound': -0.4017}",-0.4017,-0.9953807891003089,-0.46590118302018096,-0.9953807891003089,-0.2345311483896081,0.19125,0.40298273511744964,0.8056931709319829,0.40298273511744964,0.4383703162985436,0.14730773555825485,0.07469880037491047,0.5112347423834135,0.07469880037491047,0.2396855369288782,17.877571218655046,0.9317559210851304,1.1308823676475064,0.9317559210851304,-0.48221117244501494,-0.9626,-0.782054558890914,-0.04268710170116393,-0.782054558890914,0.07635901849900731
3,3,0,"Scrooge knew he was dead? Of course he did.
How could it be otherwise? Scrooge and he were
partners for I don't know how many years. Scrooge
was his sole executor, his sole administrator, his sole
assign, his sole residuary legatee, his sole friend, and
sole mourner. And even Scrooge was not so dreadfully
cut up by the sad event, but that he was an excellent
man of business on the very day of the funeral,
and solemnised it with an undoubted bargain.",scrooge knew he was dead of course he did how could it be otherwise scrooge and he were partners for i do not know how many years scrooge was his sole executor his sole administrator his sole assign his sole residuary legatee his sole friend and sole mourner and even scrooge was not so dreadfully cut up by the sad event but that he was an excellent man of business on the very day of the funeral and solemnised it with an undoubted bargain,453,83,-1.5,-0.8602968383266156,-0.9375,-0.8602968383266156,-0.2788694426226122,-1.5,-0.9247602111362271,-0.9448818897637796,-0.9247602111362271,-0.31866729450601744,-36.82687290107027,-0.9153466288510643,-0.8636627476668794,-0.9153466288510643,-0.5124912829255077,1.9270833333333337,1.5489085091876666,1.9851077313054508,1.5489085091876666,0.519858448606452,5.261000000000002,1.5811723618765314,2.120507399577168,1.5811723618765314,0.4224067135929508,13.859229369194873,0.5961748376480266,1.6089786287585108,0.5961748376480266,0.4621450156865283,-0.22071075578586477,-0.3473074524716955,-0.21555693270162415,-0.3473074524716955,-0.08641943635924267,"{'neg': 0.101, 'neu': 0.763, 'pos': 0.137, 'compound': 0.5414}",0.5414,0.7998612384679638,0.6279285548596614,0.7998612384679638,0.30086103743765413,4.625929269271485e-18,-0.4080978010154604,-0.023484330094429986,-0.4080978010154604,-0.009920153247661085,1.250021195328676e-17,-0.47708244916763587,-0.10740688779098609,-0.47708244916763587,-0.06678983471261118,17.65686046286918,0.9049869825230625,1.1055707609709746,0.9049869825230625,-0.5623294313702673,0.9989,1.4375575148774362,0.9903881603202191,1.4375575148774362,0.436450299302801
4,4,0,"The mention of Marley's funeral brings me back to
the point I started from. There is no doubt that Marley
was dead. This must be distinctly understood, or
nothing wonderful can come of the story I am going
to relate. If we were not perfectly convinced that
Hamlet's Father died before the play began, there
would be nothing more remarkable in his taking a
stroll at night, in an easterly wind, upon his own ramparts,
than there would be in any other middle-aged
gentleman rashly turning out after dark in a breezy
spot--say Saint Paul's Churchyard for instance--
literally to astonish his son's weak mind.",the mention of marley own funeral brings me back to the point i started from there is no doubt that marley was dead this must be distinctly understood or nothing wonderful can come of the story i am going to relate if we were not perfectly convinced that hamlet own father died before the play began there would be nothing more remarkable in his taking a stroll at night in an easterly wind upon his own ramparts than there would be in any other middle aged gentleman rashly turning out after dark in a breezy spot say saint paul own churchyard for instance literally to astonish his son own weak mind,605,105,0.2000000000000003,-0.03861976993864989,0.12500000000000017,-0.03861976993864989,0.02939195395260552,0.2000000000000003,-0.06085353502050889,0.12598425196850413,-0.06085353502050889,0.033586521198729506,0.0,-0.019741179961641896,0.0,-0.019741179961641896,0.0,0.36458333333333304,0.2277582340340616,0.3216096324461341,0.2277582340340616,0.011362755730048435,1.009,-0.08985333684232942,0.12285647169368093,-0.08985333684232942,-0.26540773935082984,20.394940959653155,0.9839466857363244,2.3677380079885246,0.9839466857363244,0.5375890781220937,-0.20792051575580894,-0.3365356077217715,-0.20306535792730165,-0.3365356077217715,-0.06435378105345849,"{'neg': 0.232, 'neu': 0.749, 'pos': 0.019, 'compound': -0.9785}",-0.9785,-2.0933508893032355,-1.1348874971004408,-2.0933508893032355,-0.42983059063834156,0.24117647058823527,0.6147180999902854,1.0221528107616384,0.6147180999902854,0.4154145219461748,1.1865587804571816,3.9674966766680555,4.875730321249108,3.9674966766680555,1.7905743912162686,22.455415701627366,1.4869805057459697,1.6558798856286678,1.4869805057459697,-0.5556681631892952,0.8435,1.2617085644499055,0.9085426871017012,1.2617085644499055,0.37695573020489126
5,5,0,"Scrooge never painted out Old Marley's name.
There it stood, years afterwards, above the warehouse
door: Scrooge and Marley. The firm was known as
Scrooge and Marley. Sometimes people new to the
business called Scrooge Scrooge, and sometimes Marley,
but he answered to both names. It was all the
same to him.",scrooge never painted out old marley own name there it stood years afterwards above the warehouse door scrooge and marley the firm was known as scrooge and marley sometimes people new to the business called scrooge scrooge and sometimes marley but he answered to both names it was all the same to him,308,52,0.8,0.2513839012571026,0.5,0.2513839012571026,0.23739655115565964,0.8,0.24405470360856793,0.5039370078740159,0.24405470360856793,0.2712757481435841,0.0,-0.019741179961641896,0.0,-0.019741179961641896,0.0,-0.125,-0.1862021855140675,-0.1996197718631179,-0.1862021855140675,-0.13995946317352267,0.9350000000000003,-0.11893515756321253,0.08809020436927424,-0.11893515756321253,-0.1583365249775877,0.0,-0.226110373562689,0.0,-0.226110373562689,0.0,0.0,-0.1614265002474289,0.0,-0.1614265002474289,0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,-0.23072304074469965,0.0,-0.23072304074469965,0.0,0.10606060606060604,0.04169928774907665,0.43634870671958376,0.04169928774907665,0.3677702190409126,0.15987863457877086,0.12178652691640228,0.5640281780664588,0.12178652691640228,0.4385507808917132,13.021179101070219,0.3427476429608617,0.5739403794347698,0.3427476429608617,-0.3398190681096979,-0.66,-0.43963568888209276,0.11668510033180599,-0.43963568888209276,0.06881371149501608
6,6,0,"Oh! But he was a tight-fisted hand at the grind-stone,
Scrooge! a squeezing, wrenching, grasping, scraping,
clutching, covetous, old sinner! Hard and sharp as flint,
from which no steel had ever struck out generous fire;
secret, and self-contained, and solitary as an oyster. The
cold within him froze his old features, nipped his pointed
nose, shrivelled his cheek, stiffened his gait; made his
eyes red, his thin lips blue; and spoke out shrewdly in his
grating voice. A frosty rime was on his head, and on his
eyebrows, and his wiry chin. He carried his own low
temperature always about with him; he iced his office in
the dog-days; and didn't thaw it one degree at Christmas.",oh but he was a tight fisted hand at the grind stone scrooge a squeezing wrenching grasping scraping clutching covetous old sinner hard and sharp as flint from which no steel had ever struck out generous fire secret and self contained and solitary as an oyster the cold within him froze his old features nipped his pointed nose shrivelled his cheek stiffened his gait made his eyes red his thin lips blue and spoke out shrewdly in his grating voice a frosty rime was on his head and on his eyebrows and his wiry chin he carried his own low temperature always about with him he iced his office in the dog days and did not thaw it one degree at christmas,679,117,-4.15,-2.141146386107857,-2.59375,-2.141146386107857,-0.5473309373866598,-4.1499999999999995,-2.2714382650813163,-2.6141732283464565,-2.2714382650813163,-0.6254413082199299,-86.14717213227803,-2.1147840302016077,-2.0203209647304208,-2.1147840302016077,-0.8504619665374077,-2.8354166666666667,-2.47795752948052,-3.085234474017745,-2.47795752948052,-0.7021444340092143,-5.476000000000001,-2.638442625692708,-2.923890063424948,-2.638442625692708,-0.9869493939063546,-27.019685988781116,-1.8292217449291335,-3.1368336690021996,-1.8292217449291335,-0.639163136496656,-1.0195714811154453,-1.0201019965803644,-0.9957634386994956,-1.0201019965803644,-0.2832029945888814,"{'neg': 0.106, 'neu': 0.828, 'pos': 0.065, 'compound': -0.3612}",-0.3612,-0.9182868413572118,-0.41892832289492,-0.9182868413572118,-0.14239268180888892,-0.09960317460317458,-0.830509284715762,-0.4553207296330327,-0.830509284715762,-0.16756234793983826,-0.24828269011115692,-1.4070928961420337,-1.1501084646793835,-1.4070928961420337,-0.41557475396015603,24.46971554677069,1.7312851777508917,1.8868843295549635,1.7312851777508917,-0.5835349964025245,-0.995,-0.8187180466248393,-0.059751408858692755,-0.8187180466248393,0.1310800272885906
7,7,0,"External heat and cold had little influence on
Scrooge. No warmth could warm, no wintry weather
chill him. No wind that blew was bitterer than he,
no falling snow was more intent upon its purpose, no
pelting rain less open to entreaty. Foul weather didn't
know where to have him. The heaviest rain, and
snow, and hail, and sleet, could boast of the advantage
over him in only one respect. They often ""came down""
handsomely, and Scrooge never did.",external heat and cold had little influence on scrooge no warmth could warm no wintry weather chill him no wind that blew was bitterer than he no falling snow was more intent upon its purpose no pelting rain less open to entreaty foul weather did not know where to have him the heaviest rain and snow and hail and sleet could boast of the advantage over him in only one respect they often came down handsomely and scrooge never did,446,79,1.0499999999999998,0.37221876425533273,0.6562499999999999,0.37221876425533273,0.2050925900806806,1.0499999999999998,0.37109980303734985,0.6614173228346456,0.37109980303734985,0.2343616431746786,37.160722823535195,0.8839832805656709,0.871492186297713,0.8839832805656709,0.5433213784995836,0.3291666666666663,0.19781216113057984,0.2839036755386562,0.19781216113057984,0.02924629069137951,-0.7219999999999992,-0.7701321431646119,-0.6903922950434574,-0.7701321431646119,-0.5052111213185063,-13.906245974946012,-1.051185138114402,-1.6144369924117234,-1.051185138114402,-0.487191944851594,0.0,-0.1614265002474289,0.0,-0.1614265002474289,0.0,"{'neg': 0.16, 'neu': 0.693, 'pos': 0.147, 'compound': -0.0772}",-0.0772,-0.37767743002289994,-0.08953839016469498,-0.37767743002289994,-0.04507295159491597,0.049027777777777774,-0.2001737420068059,0.18907896537566712,-0.2001737420068059,0.1050010782336826,0.11162905386482978,-0.058945420631008355,0.36139659762036946,-0.058945420631008355,0.16545564540124283,17.62595505096729,0.9012386148030961,1.1020264587123396,0.9012386148030961,-0.5010225064517514,-0.9998,-0.8241496744372726,-0.06227945436351186,-0.8241496744372726,0.06935803909162024
8,8,0,"Nobody ever stopped him in the street to say, with
gladsome looks, ""My dear Scrooge, how are you?
When will you come to see me?"" No beggars implored
him to bestow a trifle, no children asked him
what it was o'clock, no man or woman ever once in all
his life inquired the way to such and such a place, of
Scrooge. Even the blind men's dogs appeared to
know him; and when they saw him coming on, would
tug their owners into doorways and up courts; and
then would wag their tails as though they said, ""No
eye at all is better than an evil eye, dark master!""",nobody ever stopped him in the street to say with gladsome looks my dear scrooge how are you when will you come to see me no beggars implored him to bestow a trifle no children asked him what it was of the clock no man or woman ever once in all his life inquired the way to such and such a place of scrooge even the blind men own dogs appeared to know him and when they saw him coming on would tug their owners into doorways and up courts and then would wag their tails as though they said no eye at all is better than an evil eye dark master,554,109,-0.2999999999999998,-0.28028949593511043,-0.1874999999999999,-0.28028949593511043,-0.04247002520674642,-1.2999999999999998,-0.8231241315932013,-0.8188976377952756,-0.8231241315932013,-0.21030092401956746,-17.487106712911277,-0.44501617139158156,-0.4101071158821623,-0.44501617139158156,-0.18530673092054264,3.2437499999999995,2.662197807717103,3.386882129277567,2.662197807717103,0.688311978211262,7.345999999999999,2.400572310566282,3.1000704721634955,2.400572310566282,0.4736826552980379,-6.794171122642544,-0.6292169452023516,-0.788765078147713,-0.6292169452023516,-0.1725151605328374,-1.0376675669234148,-1.0353423850677335,-1.0134369622973025,-1.0353423850677335,-0.3093839420018263,"{'neg': 0.153, 'neu': 0.803, 'pos': 0.044, 'compound': -0.8885}",-0.8885,-1.9220310054296856,-1.0305033634887497,-1.9220310054296856,-0.37597305721758617,-0.07857142857142858,-0.7413148279981685,-0.36413615124440357,-0.7413148279981685,-0.14340233761985954,-0.11631598419930678,-0.912775651972205,-0.5958938624070755,-0.912775651972205,-0.24218193147330638,22.828686472315123,1.532252709594751,1.6986874184915468,1.532252709594751,-0.5817948961306683,-0.9525,-0.7706255087022521,-0.037367672618107105,-0.7706255087022521,0.12759714733290248
9,9,0,"But what did Scrooge care! It was the very thing
he liked. To edge his way along the crowded paths
of life, warning all human sympathy to keep its distance,
was what the knowing ones call ""nuts"" to Scrooge.",but what did scrooge care it was the very thing he liked to edge his way along the crowded paths of life warning all human sympathy to keep its distance was what the knowing ones call nuts to scrooge,206,39,1.0,0.3480517916556868,0.625,0.3480517916556868,0.39566091859276603,1.0,0.3456907831515936,0.6299212598425197,0.3456907831515936,0.4521262469059734,-21.442838668808285,-0.5412169838679625,-0.5028768261760929,-0.5412169838679625,-0.6350638665567825,-1.1875,-1.0845843726185185,-1.3307984790874527,-1.0845843726185185,-0.8621791443042032,2.672,0.5637016342229257,0.9041578576462298,0.5637016342229257,0.48798643215478477,14.637471925678483,0.642348930585235,1.6993282151616156,0.642348930585235,1.0387684524109215,0.0,-0.1614265002474289,0.0,-0.1614265002474289,0.0,"{'neg': 0.117, 'neu': 0.658, 'pos': 0.225, 'compound': 0.7647}",0.7647,1.2249249059008929,0.8869171885873348,1.2249249059008929,0.9043827556416723,0.26666666666666666,0.7228205935925187,1.132667305323662,0.7228205935925187,1.2562418567102243,0.21777230847421764,0.3386430524856612,0.8071616201748033,0.3386430524856612,0.8509829305759293,11.425347594404395,0.1491969688886138,0.3909268272636572,0.1491969688886138,-0.08850825259956477,-0.6377,-0.41440125133682937,0.12842997840627798,-0.41440125133682937,0.014413283349650264
